account_id,appliance_group,cons_dec2024,multiplier
600196963,"ПГ,ВПГ",270.0,1.6584766584766584
600197143,"ПГ,ВПГ",268.0,1.6461916461916462
600197171,"ПГ,ВПГ",412.0,2.5307125307125307
600197313,"ПГ,ВПГ",89.02,0.5468058968058968
600197467,"ПГ,ВПГ",361.84,2.222604422604422
600197547,"ПГ,ВПГ",176.0,1.081081081081081
600197585,"ПГ,ВПГ",68.0,0.41769041769041765
600197607,"ПГ,ВПГ",241.4,1.4828009828009827
600198182,"ПГ,ВПГ",173.6,1.0663390663390662
600198582,"ПГ,ВПГ",24.73,0.1519041769041769
600198715,"ПГ,ВПГ",78.0,0.4791154791154791
600198785,"ПГ,ВПГ",490.26,3.011425061425061
600199155,"ПГ,ВПГ",385.0,2.364864864864865
600199861,"ПГ,ВПГ",40.11,0.24637592137592135
600199896,"ПГ,ВПГ",382.0,2.3464373464373462
600201998,"ПГ,ВПГ",85.0,0.5221130221130221
600202343,"ПГ,ВПГ",56.03,0.34416461916461916
600202997,"ПГ,ВПГ",19.62,0.12051597051597052
600203171,"ПГ,ВПГ",200.95,1.2343366093366093
600203304,"ПГ,ВПГ",402.0,2.469287469287469
600203948,"ПГ,ВПГ",82.73,0.5081695331695332
600205053,"ПГ,ВПГ",34.38,0.21117936117936117
600205552,"ПГ,ВПГ",30.03,0.18445945945945946
600205628,"ПГ,ВПГ",120.55,0.7404791154791154
600207496,"ПГ,ВПГ",311.0,1.91031941031941
600208265,"ПГ,ВПГ",345.0,2.119164619164619
600209204,"ПГ,ВПГ",196.93,1.2096437346437345
600209438,"ПГ,ВПГ",378.38,2.324201474201474
600197620,"ПГ,ВПГ",150.84,0.9265356265356265
600197636,"ПГ,ВПГ",69.85,0.429054054054054
600198243,"ПГ,ВПГ",244.43,1.5014127764127763
600198589,"ПГ,ВПГ",925.79,5.0
600199963,"ПГ,ВПГ",513.39,3.153501228501228
600201639,"ПГ,ВПГ",396.0,2.4324324324324325
600202032,"ПГ,ВПГ",34.15,0.20976658476658475
600202374,"ПГ,ВПГ",19.62,0.12051597051597052
600202637,"ПГ,ВПГ",168.0,1.0319410319410318
600202833,"ПГ,ВПГ",361.65,2.2214373464373462
600202865,"ПГ,ВПГ",92.39,0.5675061425061425
600202970,"ПГ,ВПГ",784.68,4.819901719901719
600203403,"ПГ,ВПГ",970.0,5.0
600203576,"ПГ,ВПГ",5.0,0.1
600204554,"ПГ,ВПГ",395.0,2.4262899262899262
600204925,"ПГ,ВПГ",359.0,2.205159705159705
600205060,"ПГ,ВПГ",297.56,1.8277641277641277
600208702,"ПГ,ВПГ",10.92,0.1
600208935,"ПГ,ВПГ",19.62,0.12051597051597052
600209476,"ПГ,ВПГ",303.25,1.8627149877149876
600189378,"ПГ,ВПГ",91.0,0.5589680589680589
600193574,"ПГ,ВПГ",357.66,2.196928746928747
600194213,"ПГ,ВПГ",386.0,2.3710073710073707
600194390,"ПГ,ВПГ",318.28,1.9550368550368546
600194748,"ПГ,ВПГ",394.0,2.42014742014742
600194798,"ПГ,ВПГ",59.01,0.3624692874692874
600194977,"ПГ,ВПГ",105.0,0.6449631449631449
600195120,"ПГ,ВПГ",185.0,1.1363636363636362
600195187,"ПГ,ВПГ",448.0,2.7518427518427515
600195351,"ПГ,ВПГ",90.0,0.5528255528255528
600195523,"ПГ,ВПГ",442.0,2.7149877149877146
600195553,"ПГ,ВПГ",12.0,0.1
600195693,"ПГ,ВПГ",35.67,0.2191031941031941
600195926,"ПГ,ВПГ",69.85,0.429054054054054
600196160,"ПГ,ВПГ",409.72,2.516707616707617
600196269,"ПГ,ВПГ",312.72,1.9208845208845209
600196485,"ПГ,ВПГ",165.0,1.0135135135135134
600196692,"ПГ,ВПГ",215.62,1.3244471744471744
600196886,"ПГ,ВПГ",357.32,2.1948402948402945
600197065,"ПГ,ВПГ",278.28,1.7093366093366091
600197087,"ПГ,ВПГ",359.0,2.205159705159705
600197297,"ПГ,ВПГ",121.09,0.7437960687960687
600197340,"ПГ,ВПГ",123.0,0.7555282555282554
600189439,"ПГ,ВПГ",92.46,0.5679361179361179
600191891,"ПГ,ВПГ",456.46,2.8038083538083534
600192130,"ПГ,ВПГ",455.0,2.7948402948402946
600193302,"ПГ,ВПГ",336.0,2.0638820638820636
600193333,"ПГ,ВПГ",20.62,0.12665847665847665
600193443,"ПГ,ВПГ",77.0,0.4729729729729729
600194595,"ПГ,ВПГ",314.0,1.9287469287469285
600194690,"ПГ,ВПГ",148.13,0.9098894348894347
600194792,"ПГ,ВПГ",986.29,5.0
600194993,"ПГ,ВПГ",173.0,1.0626535626535625
600195203,"ПГ,ВПГ",105.0,0.6449631449631449
600195269,"ПГ,ВПГ",225.65,1.386056511056511
600195781,"ПГ,ВПГ",294.0,1.8058968058968057
600195962,"ПГ,ВПГ",221.0,1.3574938574938573
600195999,"ПГ,ВПГ",33.0,0.2027027027027027
600196163,"ПГ,ВПГ",0.41,0.1
600196196,"ПГ,ВПГ",165.0,1.0135135135135134
600196233,"ПГ,ВПГ",42.55,0.26136363636363635
600196399,"ПГ,ВПГ",194.0,1.1916461916461916
600196600,"ПГ,ВПГ",14.3,0.1
600196632,"ПГ,ВПГ",332.0,2.039312039312039
600196769,"ПГ,ВПГ",219.0,1.345208845208845
600196787,"ПГ,ВПГ",208.52,1.2808353808353807
600196938,"ПГ,ВПГ",84.65,0.519963144963145
600196967,"ПГ,ВПГ",31.0,0.1904176904176904
600197004,"ПГ,ВПГ",12.03,0.1
600197133,"ПГ,ВПГ",173.48,1.0656019656019655
600197176,"ПГ,ВПГ",447.63,2.7495700245700245
600197211,"ПГ,ВПГ",29.0,0.1781326781326781
600197329,"ПГ,ВПГ",5.1,0.1
600193901,"ПГ,ВПГ",363.0,2.2297297297297294
600194471,"ПГ,ВПГ",40.0,0.24570024570024568
600194725,"ПГ,ВПГ",562.59,3.4557125307125305
600194925,"ПГ,ВПГ",241.0,1.4803439803439802
600194962,"ПГ,ВПГ",398.0,2.4447174447174445
600195339,"ПГ,ВПГ",501.0,3.0773955773955772
600195647,"ПГ,ВПГ",66.24,0.40687960687960684
600195876,"ПГ,ВПГ",131.0,0.8046683046683046
600195904,"ПГ,ВПГ",409.63,2.516154791154791
600196074,"ПГ,ВПГ",328.0,2.0147420147420148
600196468,"ПГ,ВПГ",284.0,1.7444717444717444
600197008,"ПГ,ВПГ",107.96,0.6631449631449631
600197049,"ПГ,ВПГ",23.13,0.14207616707616705
600197279,"ПГ,ВПГ",93.0,0.5712530712530712
600197374,"ПГ,ВПГ",274.89,1.6885135135135134
600197413,"ПГ,ВПГ",80.46,0.49422604422604416
600197451,"ПГ,ВПГ",190.9,1.1726044226044225
600198217,"ПГ,ВПГ",9.0,0.1
600198586,"ПГ,ВПГ",199.0,1.2223587223587222
600198719,"ПГ,ВПГ",427.0,2.6228501228501226
600198758,"ПГ,ВПГ",37.0,0.22727272727272727
600199491,"ПГ,ВПГ",150.16,0.9223587223587223
600199723,"ПГ,ВПГ",461.61,2.83544226044226
600202024,"ПГ,ВПГ",359.49,2.2081695331695332
600202398,"ПГ,ВПГ",162.0,0.995085995085995
600202748,"ПГ,ВПГ",78.38,0.4814496314496314
600202817,"ПГ,ВПГ",218.0,1.3390663390663389
600203899,"ПГ,ВПГ",243.17,1.4936732186732185
600204306,"ПГ,ВПГ",794.1,4.877764127764127
600204508,"ПГ,ВПГ",319.0,1.9594594594594594
600205044,"ПГ,ВПГ",203.0,1.246928746928747
600205618,"ПГ,ВПГ",344.6,2.116707616707617
600205649,"ПГ,ВПГ",133.81,0.8219287469287468
600207568,"ПГ,ВПГ",118.0,0.7248157248157248
600208239,"ПГ,ВПГ",287.0,1.7628992628992628
600208812,"ПГ,ВПГ",184.44,1.132923832923833
600208851,"ПГ,ВПГ",115.0,0.7063882063882063
600209015,"ПГ,ВПГ",18.0,0.11056511056511056
600197839,"ПГ,ВПГ",279.5,1.7168304668304668
600198065,"ПГ,ВПГ",162.0,0.995085995085995
600198271,"ПГ,ВПГ",103.04,0.6329238329238329
600198603,"ПГ,ВПГ",918.95,5.0
600198644,"ПГ,ВПГ",347.0,2.131449631449631
600198681,"ПГ,ВПГ",57.84,0.35528255528255526
600198778,"ПГ,ВПГ",68.78,0.4224815724815725
600199235,"ПГ,ВПГ",19.62,0.12051597051597052
600199548,"ПГ,ВПГ",17.62,0.10823095823095823
600201086,"ПГ,ВПГ",230.81,1.4177518427518427
600201696,"ПГ,ВПГ",301.56,1.8523341523341523
600203037,"ПГ,ВПГ",218.0,1.3390663390663389
600203077,"ПГ,ВПГ",413.0,2.536855036855037
600203616,"ПГ,ВПГ",156.62,0.962039312039312
600204909,"ПГ,ВПГ",336.0,2.0638820638820636
600209119,"ПГ,ВПГ",265.26,1.6293611793611793
600209288,"ПГ,ВПГ",133.34,0.819041769041769
600209324,"ПГ,ВПГ",167.0,1.0257985257985258
600197715,"ПГ,ВПГ",504.0,3.0958230958230954
600189461,"ПГ,ВПГ",165.0,1.0135135135135134
600190173,"ПГ,ВПГ",1.16,0.1
600192119,"ПГ,ВПГ",195.36,1.2
600193304,"ПГ,ВПГ",283.0,1.7383292383292381
600193444,"ПГ,ВПГ",328.0,2.0147420147420148
600193487,"ПГ,ВПГ",82.73,0.5081695331695332
600193510,"ПГ,ВПГ",258.01,1.5848280098280096
600194234,"ПГ,ВПГ",148.0,0.9090909090909091
600194291,"ПГ,ВПГ",59.0,0.3624078624078624
600194460,"ПГ,ВПГ",873.0,5.0
600194654,"ПГ,ВПГ",65.12,0.4
600194689,"ПГ,ВПГ",900.0,5.0
600194882,"ПГ,ВПГ",73.16,0.4493857493857493
600195419,"ПГ,ВПГ",242.0,1.4864864864864864
600195571,"ПГ,ВПГ",7.0,0.1
600195605,"ПГ,ВПГ",1.55,0.1
600195861,"ПГ,ВПГ",107.0,0.6572481572481572
600195965,"ПГ,ВПГ",700.0,4.2997542997543
600196010,"ПГ,ВПГ",496.0,3.0466830466830466
600196034,"ПГ,ВПГ",27.64,0.16977886977886977
600196180,"ПГ,ВПГ",88.62,0.5443488943488943
600196428,"ПГ,ВПГ",229.0,1.4066339066339066
600196598,"ПГ,ВПГ",347.0,2.131449631449631
600196832,"ПГ,ВПГ",87.72,0.5388206388206388
600196973,"ПГ,ВПГ",236.87,1.4549754299754298
600197207,"ПГ,ВПГ",61.85,0.3799140049140049
600197352,"ПГ,ВПГ",68.73,0.4221744471744472
600189397,"ПГ,ВПГ",142.19,0.8734029484029483
600189498,"ПГ,ВПГ",9.28,0.1
600192010,"ПГ,ВПГ",41.04,0.25208845208845204
600192155,"ПГ,ВПГ",183.35,1.1262285012285012
600193547,"ПГ,ВПГ",226.0,1.3882063882063882
600193610,"ПГ,ВПГ",24.4,0.14987714987714987
600193924,"ПГ,ВПГ",462.0,2.8378378378378377
600193953,"ПГ,ВПГ",319.0,1.9594594594594594
600194557,"ПГ,ВПГ",219.0,1.345208845208845
600194753,"ПГ,ВПГ",160.65,0.9867936117936118
600194775,"ПГ,ВПГ",17.0,0.10442260442260441
600194896,"ПГ,ВПГ",80.0,0.49140049140049136
600194945,"ПГ,ВПГ",242.54,1.4898034398034397
600195091,"ПГ,ВПГ",144.0,0.8845208845208845
600195333,"ПГ,ВПГ",330.0,2.0270270270270268
600195470,"ПГ,ВПГ",302.63,1.8589066339066338
600195745,"ПГ,ВПГ",22.62,0.13894348894348893
600195865,"ПГ,ВПГ",448.0,2.7518427518427515
600196068,"ПГ,ВПГ",509.0,3.126535626535626
600196100,"ПГ,ВПГ",33.16,0.20368550368550364
600196464,"ПГ,ВПГ",97.0,0.5958230958230958
600196662,"ПГ,ВПГ",145.38,0.8929975429975429
600196731,"ПГ,ВПГ",225.32,1.3840294840294838
600196867,"ПГ,ВПГ",196.36,1.2061425061425062
600197039,"ПГ,ВПГ",111.08,0.6823095823095823
600197243,"ПГ,ВПГ",13.09,0.1
600197275,"ПГ,ВПГ",574.75,3.5304054054054053
600197409,"ПГ,ВПГ",179.0,1.0995085995085994
600197479,"ПГ,ВПГ",46.23,0.28396805896805893
600189283,"ПГ,ВПГ",78.0,0.4791154791154791
600189457,"ПГ,ВПГ",431.39,2.6498157248157246
600190235,"ПГ,ВПГ",40.23,0.24711302211302208
600190262,"ПГ,ВПГ",43.23,0.2655405405405405
600192146,"ПГ,ВПГ",439.0,2.6965601965601964
600193299,"ПГ,ВПГ",81.0,0.4975429975429975
600193331,"ПГ,ВПГ",40.0,0.24570024570024568
600193365,"ПГ,ВПГ",94.51,0.5805282555282555
600193503,"ПГ,ВПГ",265.24,1.6292383292383292
600193863,"ПГ,ВПГ",75.22,0.462039312039312
600194049,"ПГ,ВПГ",382.0,2.3464373464373462
600194109,"ПГ,ВПГ",22.0,0.13513513513513511
600194485,"ПГ,ВПГ",180.32,1.1076167076167076
600194621,"ПГ,ВПГ",92.59,0.5687346437346437
600194885,"ПГ,ВПГ",440.0,2.7027027027027026
600195055,"ПГ,ВПГ",131.73,0.809152334152334
600195456,"ПГ,ВПГ",55.0,0.33783783783783783
600195590,"ПГ,ВПГ",164.97,1.0133292383292383
600195660,"ПГ,ВПГ",291.51,1.7906019656019654
600195821,"ПГ,ВПГ",235.0,1.4434889434889433
600195889,"ПГ,ВПГ",299.26,1.838206388206388
600196023,"ПГ,ВПГ",65.17,0.4003071253071253
600196226,"ПГ,ВПГ",284.43,1.747113022113022
600196254,"ПГ,ВПГ",2.26,0.1
600196459,"ПГ,ВПГ",776.69,4.770823095823096
600196614,"ПГ,ВПГ",335.8,2.0626535626535625
600196826,"ПГ,ВПГ",339.0,2.0823095823095823
600196971,"ПГ,ВПГ",12.03,0.1
600197351,"ПГ,ВПГ",217.0,1.3329238329238329
600197378,"ПГ,ВПГ",127.0,0.7800982800982801
